Data File Name,2100 expert_Eukaryote Total RNA Nano_DE13805377_2020-05-25_11-42-52.xad
24.05,1.661965E-02
24.1,1.362607E-02
24.15,2.090145E-02
24.2,1.789389E-02
24.25,1.158343E-02
24.3,1.958641E-02
24.35,0.0475046
24.4,0.1210558
24.45,0.1777658
24.5,0.1809741
24.55,0.1278216
24.6,6.472253E-02
24.65,2.175829E-02
24.7,3.465123E-02
24.75,7.137205E-02
24.8,9.536897E-02
24.85,0.1498946
24.9,0.2525134
24.95,0.360229
25,0.5252167
25.05,0.75914
25.1,1.045194
25.15,1.340698
25.2,1.624241
25.25,1.790188
25.3,1.796196
25.35,1.749627
25.4,1.683604
25.45,1.661412
25.5,1.688095
25.55,1.734405
25.6,1.79326
25.65,1.837617
25.7,1.878353
25.75,1.8582
25.8,1.797315
25.85,1.751228
25.9,1.685942
25.95,1.598612
26,1.513155
26.05,1.436094
26.1,1.387608
26.15,1.390577
26.2,1.450847
26.25,1.525377
26.3,1.594113
26.35,1.647343
26.4,1.702791
26.45,1.787232
26.5,1.985935
26.55,2.319751
26.6,2.829066
26.65,3.403441
26.7,3.90786
26.75,4.233709
26.8,4.208117
26.85,3.816542
26.9,3.172584
26.95,2.502215
27,2.071574
27.05,2.190931
27.1,2.962377
27.15,4.222903
27.2,5.495353
27.25,6.255082
27.3,6.251516
27.35,5.531752
27.4,4.443814
27.45,3.315959
27.5,2.409492
27.55,1.777915
27.6,1.393234
27.65,1.184003
27.7,1.023662
27.75,0.9003326
27.8,0.7556683
27.85,0.6524991
27.9,0.6004115
27.95,0.6237905
28,0.6959473
28.05,0.7609131
28.1,0.8591642
28.15,0.9328873
28.2,0.977085
28.25,0.9422079
28.3,0.8853493
28.35,0.7775962
28.4,0.6441006
28.45,0.541553
28.5,0.4356636
28.55,0.3396927
28.6,0.2699858
28.65,0.2304037
28.7,0.2067578
28.75,0.1801034
28.8,0.1676966
28.85,0.1164655
28.9,0.0548634
28.95,-2.134494E-02
29,-9.407856E-02
29.05,-0.1056076
29.1,-7.648494E-02
29.15,-8.978055E-03
29.2,8.411398E-02
29.25,0.1376479
29.3,0.1961942
29.35,0.2563014
29.4,0.3894469
29.45,0.551531
29.5,0.7459221
29.55,0.9186869
29.6,1.005097
29.65,0.954554
29.7,0.8072597
29.75,0.6342053
29.8,0.5368389
29.85,0.5600718
29.9,0.7211778
29.95,0.9430454
30,1.097374
30.05,1.205809
30.1,1.221593
30.15,1.11912
30.2,0.9411241
30.25,0.758872
30.3,0.6020465
30.35,0.4641314
30.4,0.3938532
30.45,0.3398631
30.5,0.2757702
30.55,0.2134551
30.6,0.1649215
30.65,0.1137976
30.7,6.933618E-02
30.75,5.506685E-02
30.8,6.966077E-02
30.85,0.1146725
30.9,0.2069232
30.95,0.3142906
31,0.4215124
31.05,0.5060655
31.1,0.4984885
31.15,0.4263622
31.2,0.3338137
31.25,0.2440349
31.3,0.1833358
31.35,0.1403741
31.4,0.1115438
31.45,9.739815E-02
31.5,0.101385
31.55,0.1076469
31.6,8.804747E-02
31.65,6.047456E-02
31.7,2.698411E-02
31.75,1.276105E-02
31.8,5.912766E-03
31.85,3.374734E-02
31.9,4.815115E-02
31.95,6.367929E-02
32,7.430255E-02
32.05,9.654313E-02
32.1,0.1297734
32.15,0.1674979
32.2,0.2085791
32.25,0.2290114
32.3,0.2635071
32.35,0.254676
32.4,0.2406788
32.45,0.2150653
32.5,0.1878719
32.55,0.1605451
32.6,0.1396328
32.65,0.1432018
32.7,0.1438224
32.75,0.1276029
32.8,0.1401825
32.85,0.1580245
32.9,0.1849417
32.95,0.1784099
33,0.1817656
33.05,0.1775435
33.1,0.1775904
33.15,0.2035106
33.2,0.218461
33.25,0.1984493
33.3,0.1657059
33.35,0.1356979
33.4,0.1147884
33.45,0.109774
33.5,7.969021E-02
33.55,9.803353E-02
33.6,0.132368
33.65,0.195538
33.7,0.2693168
33.75,0.3510742
33.8,0.4208397
33.85,0.4484688
33.9,0.4621955
33.95,0.4291419
34,0.3803108
34.05,0.3365848
34.1,0.2959228
34.15,0.2463763
34.2,0.1881684
34.25,0.1450041
34.3,0.105484
34.35,5.259559E-02
34.4,1.612459E-02
34.45,-9.969082E-03
34.5,-3.331529E-02
34.55,-1.376471E-02
34.6,2.406041E-02
34.65,6.905811E-02
34.7,9.225165E-02
34.75,0.1311976
34.8,0.1351826
34.85,0.1279164
34.9,0.1078302
34.95,9.295584E-02
35,0.1080799
35.05,0.1268785
35.1,0.1558526
35.15,0.2325647
35.2,0.314395
35.25,0.3360448
35.3,0.3101566
35.35,0.2473888
35.4,0.1780822
35.45,0.1246835
35.5,0.1445244
35.55,0.1911389
35.6,0.2076624
35.65,0.2028343
35.7,0.1838828
35.75,0.1540201
35.8,0.1444644
35.85,0.1594063
35.9,0.1524768
35.95,0.1263592
36,0.1095701
36.05,0.1072829
36.1,0.1207916
36.15,0.1639132
36.2,0.2048702
36.25,0.2183764
36.3,0.197878
36.35,0.1505153
36.4,0.1180038
36.45,0.153645
36.5,0.1966835
36.55,0.2498883
36.6,0.258662
36.65,0.234765
36.7,0.1779263
36.75,0.1505723
36.8,0.1574569
36.85,0.1367597
36.9,0.1462295
36.95,0.1588044
37,0.1744582
37.05,0.1738674
37.1,0.2010946
37.15,0.2435481
37.2,0.2970458
37.25,0.3544353
37.3,0.3962801
37.35,0.4324129
37.4,0.4468166
37.45,0.4589783
37.5,0.4692078
37.55,0.4819982
37.6,0.5019093
37.65,0.5353681
37.7,0.5849192
37.75,0.6448161
37.8,0.7105597
37.85,0.7846472
37.9,0.8672948
37.95,0.9844019
38,1.162973
38.05,1.388042
38.1,1.565324
38.15,1.683968
38.2,1.668826
38.25,1.554285
38.3,1.379494
38.35,1.228207
38.4,1.06398
38.45,0.9247333
38.5,0.823108
38.55,0.7152637
38.6,0.6470325
38.65,0.6047367
38.7,0.6432286
38.75,0.645587
38.8,0.6663508
38.85,0.6806473
38.9,0.6997299
38.95,0.7666143
39,0.8396879
39.05,0.8886356
39.1,0.8516786
39.15,0.7883144
39.2,0.7420227
39.25,0.7512038
39.3,0.8074577
39.35,0.8339448
39.4,0.8262304
39.45,0.8001866
39.5,0.808849
39.55,0.8640555
39.6,0.9584566
39.65,1.075968
39.7,1.18311
39.75,1.299543
39.8,1.393662
39.85,1.467264
39.9,1.535926
39.95,1.618818
40,1.694394
40.05,1.810408
40.1,1.92385
40.15,2.018948
40.2,2.059816
40.25,2.065127
40.3,2.040252
40.35,1.985239
40.4,1.985066
40.45,1.950163
40.5,1.938804
40.55,1.885125
40.6,1.842561
40.65,1.790669
40.7,1.702628
40.75,1.635755
40.8,1.619213
40.85,1.622041
40.9,1.603963
40.95,1.617319
41,1.586188
41.05,1.555565
41.1,1.553275
41.15,1.556303
41.2,1.549796
41.25,1.53602
41.3,1.579081
41.35,1.687861
41.4,1.896337
41.45,2.11063
41.5,2.29232
41.55,2.426013
41.6,2.582567
41.65,2.723447
41.7,2.910749
41.75,2.952604
41.8,3.017017
41.85,5.503919
41.9,16.59574
41.95,42.56746
42,80.78144
42.05,120.0867
42.1,145.9994
42.15,148.9896
42.2,132.3236
42.25,107.5344
42.3,84.58399
42.35,67.98376
42.4,57.01512
42.45,49.76592
42.5,44.84354
42.55,41.4059
42.6,38.73559
42.65,36.10183
42.7,33.41291
42.75,30.26263
42.8,26.59303
42.85,22.77966
42.9,18.88748
42.95,15.22954
43,12.07175
43.05,9.416343
43.1,7.272315
43.15,5.57956
43.2,4.258681
43.25,3.159872
43.3,2.459987
43.35,2.021001
43.4,1.771431
43.45,1.611376
43.5,1.528229
43.55,1.495659
43.6,1.507276
43.65,1.549091
43.7,1.647051
43.75,1.785279
43.8,2.017799
43.85,2.293429
43.9,2.549903
43.95,2.844296
44,3.150293
44.05,3.368358
44.1,3.465494
44.15,3.4458
44.2,3.337442
44.25,3.134909
44.3,2.956978
44.35,2.794939
44.4,2.665138
44.45,2.60678
44.5,2.564418
44.55,2.547417
44.6,2.487249
44.65,2.471875
44.7,2.525296
44.75,2.629155
44.8,2.754694
44.85,2.905044
44.9,3.038314
44.95,3.184804
45,3.330376
45.05,3.453264
45.1,3.52282
45.15,3.488508
45.2,3.407792
45.25,3.281191
45.3,3.079309
45.35,2.866202
45.4,2.682664
45.45,2.516659
45.5,2.415543
45.55,2.403502
45.6,2.376207
45.65,2.350383
45.7,2.365296
45.75,2.38569
45.8,2.426932
45.85,2.58479
45.9,2.775867
45.95,2.910004
46,2.959261
46.05,2.877713
46.1,2.769533
46.15,2.777974
46.2,2.859923
46.25,2.863059
46.3,2.835591
46.35,2.822161
46.4,2.807981
46.45,2.900871
46.5,3.109247
46.55,3.321284
46.6,3.488178
46.65,3.741205
46.7,4.043967
46.75,4.276873
46.8,4.293749
46.85,4.208611
46.9,4.206531
46.95,4.161405
47,4.184424
47.05,4.195515
47.1,4.120872
47.15,4.042983
47.2,3.980085
47.25,3.962881
47.3,3.958879
47.35,4.066217
47.4,4.313684
47.45,4.572647
47.5,4.771493
47.55,4.911917
47.6,5.064617
47.65,5.220459
47.7,5.363322
47.75,5.485654
47.8,5.511731
47.85,5.351682
47.9,5.289691
47.95,5.30419
48,5.309284
48.05,5.39916
48.1,5.565487
48.15,5.613881
48.2,5.545941
48.25,5.623939
48.3,5.781649
48.35,5.945223
48.4,6.186926
48.45,6.519915
48.5,7.047693
48.55,7.61365
48.6,8.252085
48.65,8.853351
48.7,9.317096
48.75,9.861008
48.8,10.50174
48.85,11.31009
48.9,12.37316
48.95,14.17538
49,17.95092
49.05,25.32267
49.1,37.7203
49.15,55.72744
49.2,76.83151
49.25,98.36295
49.3,116.8645
49.35,131.539
49.4,142.204
49.45,149.5587
49.5,154.534
49.55,156.9721
49.6,158.067
49.65,156.0378
49.7,151.291
49.75,144.6769
49.8,136.2204
49.85,126.8182
49.9,116.8716
49.95,106.856
50,96.10642
50.05,85.00676
50.1,74.64723
50.15,64.85875
50.2,55.40798
50.25,47.22215
50.3,39.49721
50.35,32.83056
50.4,27.19577
50.45,22.73181
50.5,18.96972
50.55,15.8151
50.6,13.14364
50.65,10.81899
50.7,9.003076
50.75,7.724694
50.8,6.743718
50.85,5.913436
50.9,5.155384
50.95,4.405967
51,3.798473
51.05,3.320833
51.1,2.983986
51.15,2.862877
51.2,2.806673
51.25,2.785351
51.3,2.83694
51.35,2.891321
51.4,2.886821
51.45,2.859217
51.5,3.054841
51.55,3.225846
51.6,3.465526
51.65,3.803436
51.7,4.156489
51.75,4.496241
51.8,4.828743
51.85,5.408864
51.9,5.716603
51.95,6.195957
52,6.621341
52.05,6.994739
52.1,7.299075
52.15,7.628154
52.2,7.930266
52.25,8.009927
52.3,8.07969
52.35,8.192436
52.4,8.197552
52.45,8.031924
52.5,7.911129
52.55,7.716053
52.6,7.576217
52.65,7.299544
52.7,7.079857
52.75,6.691232
52.8,6.239455
52.85,5.852535
52.9,5.44726
52.95,5.135179
53,4.762238
53.05,4.486262
53.1,4.088303
53.15,3.676728
53.2,3.443385
53.25,3.311863
53.3,3.15112
53.35,2.925535
53.4,2.628933
53.45,2.332012
53.5,2.200222
53.55,2.135761
53.6,2.067794
53.65,1.94555
53.7,1.771754
53.75,1.531353
53.8,1.346802
53.85,1.237351
53.9,1.199632
53.95,1.259548
54,1.380666
54.05,1.418794
54.1,1.383162
54.15,1.387464
54.2,1.395895
54.25,1.40032
54.3,1.320536
54.35,1.244147
54.4,1.176744
54.45,1.136832
54.5,1.144524
54.55,1.182309
54.6,1.246136
54.65,1.264874
54.7,1.369649
54.75,1.400939
54.8,1.276336
54.85,1.32679
54.9,1.358812
54.95,1.537045
55,1.557935
55.05,1.523036
55.1,1.427739
55.15,1.349338
55.2,1.333484
55.25,1.295442
55.3,1.263566
55.35,1.179899
55.4,1.201296
55.45,1.262538
55.5,1.28661
55.55,1.232247
55.6,1.164005
55.65,1.079185
55.7,1.010681
55.75,0.984929
55.8,0.940098
55.85,0.8550284
55.9,0.779847
55.95,0.7057984
56,0.682723
56.05,0.6674452
56.1,0.7070434
56.15,0.8309243
56.2,0.8881996
56.25,0.9463125
56.3,0.9435504
56.35,0.8717617
56.4,0.8127315
56.45,0.740012
56.5,0.7087675
56.55,0.6815052
56.6,0.7092815
56.65,0.710893
56.7,0.6856637
56.75,0.7259645
56.8,0.6998044
56.85,0.6877468
56.9,0.7369858
56.95,0.775687
57,0.7761335
57.05,0.8466687
57.1,0.8354895
57.15,0.7889081
57.2,0.7850836
57.25,0.8583122
57.3,0.8561107
57.35,0.821642
57.4,0.904926
57.45,0.9870218
57.5,1.046913
57.55,1.093609
57.6,1.033139
57.65,0.9308777
57.7,0.7975643
57.75,0.7428465
57.8,0.7376626
57.85,0.796753
57.9,0.8923303
57.95,0.9415912
58,0.9826638
58.05,1.041836
58.1,1.105286
58.15,1.1698
58.2,1.186414
58.25,1.116117
58.3,0.9396956
58.35,0.8138123
58.4,0.7132016
58.45,0.7154157
58.5,0.7548128
58.55,0.793074
58.6,0.8299855
58.65,0.8317639
58.7,0.790166
58.75,0.7113174
58.8,0.630281
58.85,0.6492969
58.9,0.6638215
58.95,0.6438162
59,0.6140268
59.05,0.6383615
59.1,0.6261311
59.15,0.6019543
59.2,0.6419556
59.25,0.6871979
59.3,0.6636054
59.35,0.667219
59.4,0.65531
59.45,0.5283208
59.5,0.4319379
59.55,0.4093784
59.6,0.3971965
59.65,0.3435019
59.7,0.3276144
59.75,0.4136639
59.8,0.5494276
59.85,0.6640652
59.9,0.7339967
59.95,0.7411783
60,0.6538437
60.05,0.5761434
60.1,0.647126
60.15,0.7399294
60.2,0.7646264
60.25,0.7675243
60.3,0.7523839
60.35,0.7185957
60.4,0.7685938
60.45,0.8485534
60.5,0.8607121
60.55,0.7819798
60.6,0.6825417
60.65,0.5763757
60.7,0.5122037
60.75,0.5175646
60.8,0.5217111
60.85,0.4923839
60.9,0.4897137
60.95,0.4657269
61,0.4550058
61.05,0.5002981
61.1,0.5897262
61.15,0.6129457
61.2,0.6170139
61.25,0.6219422
61.3,0.607166
61.35,0.5463408
61.4,0.5494337
61.45,0.5754378
61.5,0.5810421
61.55,0.5759493
61.6,0.5788715
61.65,0.5684857
61.7,0.5529107
61.75,0.5587246
61.8,0.6022163
61.85,0.5827278
61.9,0.5228565
61.95,0.4923058
62,0.4506769
62.05,0.4716536
62.1,0.5267175
62.15,0.6396939
62.2,0.6726978
62.25,0.7507125
62.3,0.7504965
62.35,0.6756314
62.4,0.6776991
62.45,0.6097407
62.5,0.60186
62.55,0.6516336
62.6,0.7167128
62.65,0.7436296
62.7,0.7281002
62.75,0.6862059
62.8,0.6081123
62.85,0.5737939
62.9,0.6561148
62.95,0.6777367
63,0.7280956
63.05,0.7444775
63.1,0.72046
63.15,0.6865039
63.2,0.7162022
63.25,0.7409233
63.3,0.7145153
63.35,0.6930872
63.4,0.6517807
63.45,0.6268468
63.5,0.5961547
63.55,0.7182944
63.6,0.7880658
63.65,0.7542818
63.7,0.707417
63.75,0.6764324
63.8,0.6407022
63.85,0.6748187
63.9,0.7755882
63.95,0.87085
64,0.9687256
64.05,1.137263
64.1,1.270954
64.15,1.167218
64.2,1.078648
64.25,0.9280914
64.3,0.8382091
64.35,0.8715782
64.4,0.8715782
64.45,0.8715782
64.5,0.8715782
64.55,0.8715782
64.6,0.8715782
64.65,0.8715782
64.7,0.8715782
64.75,0.8715782
64.8,0.8715782
64.85,0.8715782
64.9,0.8715782
64.95,0.8715782
65,0.8715782
65.05,0.8715782
65.1,0.8715782
65.15,0.8715782
65.2,0.8715782
65.25,0.8715782
65.3,0.8715782
65.35,0.8715782
65.4,0.8715782
65.45,0.8715782
65.5,0.8715782
65.55,0.8715782
65.6,0.8715782
65.65,0.8715782
65.7,0.8715782
65.75,0.8715782
65.8,0.8715782
65.85,0.8715782
65.9,0.8715782
65.95,0.8715782
66,0.8715782
66.05,0.8715782
66.1,0.8715782
66.15,0.8715782
66.2,0.8715782
66.25,0.8715782
66.3,0.8715782
66.35,0.8715782
66.4,0.8715782
66.45,0.8715782
66.5,0.8715782
66.55,0.8715782
66.6,0.8715782
66.65,0.8715782
66.7,0.8715782
66.75,0.8715782
66.8,0.8715782
66.85,0.8715782
66.9,0.8715782
66.95,0.8715782
67,0.8715782
67.05,0.8715782
67.1,0.8715782
67.15,0.8715782
67.2,0.8715782
67.25,0.8715782
67.3,0.8715782
67.35,0.8715782
67.4,0.8715782
67.45,0.8715782
67.5,0.8715782
67.55,0.8715782
67.6,0.8715782
67.65,0.8715782
67.7,0.8715782
67.75,0.8715782
67.8,0.8715782
67.85,0.8715782
67.9,0.8715782
67.95,0.8715782
68,0.8715782
68.05,0.8715782
68.1,0.8715782
68.15,0.8715782
68.2,0.8715782
68.25,0.8715782
68.3,0.8715782
68.35,0.8715782
68.4,0.8715782
68.45,0.8715782
68.5,0.8715782
68.55,0.8715782
68.6,0.8715782
68.65,0.8715782
68.7,0.8715782
68.75,0.8715782
68.8,0.8715782
68.85,0.8715782
68.9,0.8715782
68.95,0.8715782
69,0.8715782
69.05,0.8715782
69.1,0.8715782
69.15,0.8715782
69.2,0.8715782
69.25,0.8715782
69.3,0.8715782
69.35,0.8715782
69.4,0.8715782
69.45,0.8715782
69.5,0.8715782
69.55,0.8715782
69.6,0.8715782
69.65,0.8715782
69.7,0.8715782
69.75,0.8715782
69.8,0.8715782
69.85,0.8715782
69.9,0.8715782
69.95,0.8715782
 
Alignment,On
